,OrderId,OrderItemId,QuantityOrdered,ItemPrice,PromotionDiscount,batch_id,total_sales,pd,net_sale
3913,171-2616395-3321954,68228800000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1360,699.0,10.0,689.0
3914,171-2616785-9647517,12519800000000.0,1,1999.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",202,1999.0,10.0,1989.0
3915,171-2617210-8137165,26648600000000.0,1,2999.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",694,2999.0,10.0,2989.0
3916,171-2617330-6851567,22603300000000.0,1,549.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",684,549.0,10.0,539.0
3917,171-2617924-6705936,54825000000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",182,499.0,10.0,489.0
3918,171-2617975-2631554,29438900000000.0,1,349.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",211,349.0,10.0,339.0
3919,171-2619332-6613920,64647300000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",611,699.0,10.0,689.0
3920,171-2621047-1369916,53748100000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1088,499.0,10.0,489.0
3921,171-2621230-4156305,3960250000000.0,1,599.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",344,599.0,10.0,589.0
3922,171-2621478-8353119,46031500000000.0,1,749.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",842,749.0,10.0,739.0
3923,171-2623017-5149955,29759400000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",881,499.0,10.0,489.0
3924,171-2623468-1608349,49485500000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1138,499.0,10.0,489.0
3925,171-2623829-2249118,14932500000000.0,1,1099.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",82,1099.0,10.0,1089.0
3926,171-2624313-0230703,43968200000000.0,1,1499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",400,1499.0,10.0,1489.0
3927,171-2624517-0922748,46012700000000.0,1,199.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",122,199.0,10.0,189.0
3928,171-2625836-0958736,34932300000000.0,1,249.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",366,249.0,10.0,239.0
3929,171-2626297-8721936,35797700000000.0,1,769.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",46,769.0,10.0,759.0
3930,171-2627730-1002753,29033300000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1115,499.0,10.0,489.0
3931,171-2629668-7063536,56745500000000.0,1,549.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1002,549.0,10.0,539.0
3932,171-2630649-8582716,26875200000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",220,399.0,10.0,389.0
3933,171-2631211-1913123,24985900000000.0,1,3499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",10,3499.0,10.0,3489.0
3934,171-2631893-9664316,64906400000000.0,1,1299.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",831,1299.0,10.0,1289.0
3935,171-2632112-0182743,59445400000000.0,1,999.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1146,999.0,10.0,989.0
3936,171-2632160-8819531,24387700000000.0,1,799.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",377,799.0,10.0,789.0
3937,171-2632639-7086757,56299500000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",400,399.0,10.0,389.0
3938,171-2633481-1081903,55538200000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",375,499.0,10.0,489.0
3939,171-2633843-8492351,40940200000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",107,399.0,10.0,389.0
3940,171-2634295-9013901,37245400000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1297,499.0,10.0,489.0
3941,171-2634840-9421912,49130600000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1330,499.0,10.0,489.0
3942,171-2635196-4500345,31770800000000.0,1,899.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",510,899.0,10.0,889.0
3943,171-2635583-6335567,50424900000000.0,1,529.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",50,529.0,10.0,519.0
3944,171-2637418-8183506,15578600000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",438,499.0,10.0,489.0
3945,171-2638042-4001139,69356100000000.0,1,799.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",315,799.0,10.0,789.0
3946,171-2638961-7130761,33773600000000.0,1,1899.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",296,1899.0,10.0,1889.0
3947,171-2639299-6257124,56302600000000.0,1,999.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",553,999.0,10.0,989.0
3948,171-2642172-1223514,57462800000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",491,499.0,10.0,489.0
3949,171-2643175-3091558,50045100000000.0,1,1199.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",210,1199.0,10.0,1189.0
3950,171-2645285-7798741,17234000000000.0,1,249.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1600,249.0,10.0,239.0
3951,171-2645367-9453109,23079600000000.0,2,1258.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",42,2516.0,10.0,2506.0
3953,171-2645375-6605909,27660100000000.0,1,549.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",906,549.0,10.0,539.0
3954,171-2645618-1550768,2667760000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",614,699.0,10.0,689.0
3955,171-2646770-5025111,96651106651.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",107,499.0,10.0,489.0
3956,171-2646931-3545153,29163300000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",745,699.0,10.0,689.0
3957,171-2646943-5015500,21436600000000.0,1,999.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",973,999.0,10.0,989.0
3958,171-2648395-0357963,27436600000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",998,499.0,10.0,489.0
3959,171-2652723-8886730,29185600000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",3,699.0,10.0,689.0
3961,171-2653129-2149963,52465100000000.0,1,799.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",204,799.0,10.0,789.0
3962,171-2653335-2259521,42645000000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",48,499.0,10.0,489.0
3963,171-2653740-0521150,37651400000000.0,1,529.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",257,529.0,10.0,519.0
3964,171-2654759-5683524,35179700000000.0,1,199.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",248,199.0,10.0,189.0
3965,171-2655959-3666727,35180400000000.0,1,649.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",18,649.0,10.0,639.0
3966,171-2656214-1150761,36007600000000.0,1,679.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",164,679.0,10.0,669.0
3967,171-2656283-7520364,41834200000000.0,1,1399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",55,1399.0,10.0,1389.0
3968,171-2656351-4077117,47648700000000.0,1,1549.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",689,1549.0,10.0,1539.0
3969,171-2657131-4053114,1570700000000.0,1,299.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",58,299.0,10.0,289.0
3971,171-2657396-9913949,1820950000000.0,1,599.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",278,599.0,10.0,589.0
3972,171-2657531-8461154,52488200000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",112,499.0,10.0,489.0
3973,171-2658010-9771544,39156500000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1551,499.0,10.0,489.0
3974,171-2658542-9093920,35640300000000.0,1,799.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",85,799.0,10.0,789.0
3975,171-2658589-6217957,17478900000000.0,1,449.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",120,449.0,10.0,439.0
3976,171-2659627-2521111,18079900000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",114,399.0,10.0,389.0
3977,171-2659810-7825969,18949800000000.0,1,549.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",366,549.0,10.0,539.0
3978,171-2661131-7025958,32546900000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",582,499.0,10.0,489.0
3979,171-2661553-2194742,6472120000000.0,1,1999.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",82,1999.0,10.0,1989.0
3980,171-2662302-7476360,2492640000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",304,699.0,10.0,689.0
3981,171-2664785-8524329,57473800000000.0,1,1099.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",7,1099.0,10.0,1089.0
3982,171-2665376-9171547,50091900000000.0,1,2889.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",712,2889.0,10.0,2879.0
3983,171-2666277-1021955,30807000000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",102,499.0,10.0,489.0
3984,171-2666710-7521955,13649900000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",868,499.0,10.0,489.0
3985,171-2667430-9483544,55423000000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",583,399.0,10.0,389.0
3986,171-2667835-7037946,29726600000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",454,699.0,10.0,689.0
3987,171-2668114-8596363,48336500000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",239,399.0,10.0,389.0
3988,171-2668237-7615566,37556300000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1352,399.0,10.0,389.0
3989,171-2669647-2110722,27642500000000.0,1,599.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",113,599.0,10.0,589.0
3991,171-2670006-4979524,48028200000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",679,399.0,10.0,389.0
3992,171-2670312-6893129,11719200000000.0,1,539.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",854,539.0,10.0,529.0
3993,171-2670836-5029163,27165500000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",85,399.0,10.0,389.0
3994,171-2672802-8677908,46782700000000.0,1,1599.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1169,1599.0,10.0,1589.0
3995,171-2673693-1560305,53367500000000.0,1,449.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",219,449.0,10.0,439.0
3996,171-2674821-2834727,42316800000000.0,1,649.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",96,649.0,10.0,639.0
3997,171-2674878-0768366,32724400000000.0,1,899.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1122,899.0,10.0,889.0
3998,171-2675571-8155532,31147000000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",723,499.0,10.0,489.0
3999,171-2675921-4044368,55220900000000.0,1,1359.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",2447,1359.0,10.0,1349.0
4000,171-2676126-6799541,70357900000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",983,399.0,10.0,389.0
4001,171-2676885-6425913,63822100000000.0,1,529.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",303,529.0,10.0,519.0
4002,171-2677041-0620304,41833300000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",952,399.0,10.0,389.0
4003,171-2677643-8353909,38637800000000.0,1,1499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",428,1499.0,10.0,1489.0
4004,171-2677701-1057146,30743100000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",524,499.0,10.0,489.0
4005,171-2677849-7260326,15871000000000.0,1,2849.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",983,2849.0,10.0,2839.0
4006,171-2681919-0063537,7634600000000.0,1,199.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",110,199.0,10.0,189.0
4007,171-2682933-4669904,25310700000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",531,699.0,10.0,689.0
4008,171-2682965-1089963,34865900000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",104,699.0,10.0,689.0
4009,171-2683590-1416336,7609800000000.0,1,1599.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1025,1599.0,10.0,1589.0
4010,171-2683913-7710704,30660000000000.0,1,199.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",113,199.0,10.0,189.0
4011,171-2684055-4090718,41958200000000.0,1,769.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",600,769.0,10.0,759.0
4012,171-2685114-1982723,7636410000000.0,1,343.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",106,343.0,10.0,333.0
4013,171-2686260-1891547,37460400000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",362,499.0,10.0,489.0
4014,171-2686870-8305118,33064600000000.0,1,1199.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",107,1199.0,10.0,1189.0
4015,171-2688074-4245114,61513900000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",327,499.0,10.0,489.0
4016,171-2688204-5044310,51096500000000.0,1,649.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",451,649.0,10.0,639.0
4017,171-2689484-4341129,9301350000000.0,1,999.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",311,999.0,10.0,989.0
4018,171-2690333-9000367,60958700000000.0,1,449.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1066,449.0,10.0,439.0
4019,171-2690801-8364362,68636700000000.0,1,1332.38,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1298,1332.38,10.0,1322.38
4020,171-2690859-5235531,48235300000000.0,1,749.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1118,749.0,10.0,739.0
4021,171-2691009-1511503,60655000000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",307,499.0,10.0,489.0
4022,171-2691027-7769129,54094100000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",394,399.0,10.0,389.0
4023,171-2691380-4468312,30697300000000.0,1,549.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",315,549.0,10.0,539.0
4024,171-2691910-5870766,64009600000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",343,499.0,10.0,489.0
4025,171-2692943-8213928,2309790000000.0,1,549.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",435,549.0,10.0,539.0
4026,171-2693222-9294765,4365040000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",835,499.0,10.0,489.0
4027,171-2694111-2653914,33428100000000.0,1,799.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",714,799.0,10.0,789.0
4028,171-2694438-9205922,14734100000000.0,1,539.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",75,539.0,10.0,529.0
4029,171-2695261-4408339,48277400000000.0,1,199.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",210,199.0,10.0,189.0
4030,171-2695894-8545964,55333500000000.0,1,749.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1281,749.0,10.0,739.0
4031,171-2695923-2766712,13123200000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1108,399.0,10.0,389.0
4032,171-2701482-9949101,56857300000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",469,699.0,10.0,689.0
4033,171-2702055-7144316,46749600000000.0,1,299.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",417,299.0,10.0,289.0
4034,171-2702085-3944346,13858100000000.0,1,1749.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1206,1749.0,10.0,1739.0
4035,171-2703265-2429152,52984300000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",505,499.0,10.0,489.0
4036,171-2705113-8231549,54825200000000.0,1,1199.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1447,1199.0,10.0,1189.0
4037,171-2705125-9205931,68449800000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",725,499.0,10.0,489.0
4038,171-2706380-2705957,22373800000000.0,1,199.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",337,199.0,10.0,189.0
4039,171-2706787-2108362,32756300000000.0,1,599.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",345,599.0,10.0,589.0
4041,171-2706883-1797967,64869700000000.0,1,389.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",30,389.0,10.0,379.0
4042,171-2707895-1017162,28060100000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",342,499.0,10.0,489.0
4043,171-2708229-1924311,12552800000000.0,1,749.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",800,749.0,10.0,739.0
4044,171-2709031-6454725,34420100000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1035,499.0,10.0,489.0
4045,171-2709180-3197945,58072000000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1118,499.0,10.0,489.0
4046,171-2709196-0756337,34069600000000.0,1,899.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1243,899.0,10.0,889.0
4047,171-2709509-7701904,61780700000000.0,1,539.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",721,539.0,10.0,529.0
4048,171-2709738-1605155,11504600000000.0,1,749.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1024,749.0,10.0,739.0
4049,171-2710575-9315544,59839300000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",653,499.0,10.0,489.0
4050,171-2711724-5470744,34310400000000.0,1,465.25,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",482,465.25,10.0,455.25
4051,171-2712250-1899532,53489400000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",254,499.0,10.0,489.0
4052,171-2713303-0412335,51077000000000.0,1,799.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",69,799.0,10.0,789.0
4054,171-2714448-0365957,45310700000000.0,1,1499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",425,1499.0,10.0,1489.0
4055,171-2715251-3810733,12188300000000.0,1,349.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",524,349.0,10.0,339.0
4056,171-2716759-3653968,62182900000000.0,1,559.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",259,559.0,10.0,549.0
4057,171-2716854-5465942,26942900000000.0,1,599.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",128,599.0,10.0,589.0
4058,171-2717350-1779543,38311700000000.0,1,379.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",116,379.0,10.0,369.0
4059,171-2717753-7004312,872637000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",316,699.0,10.0,689.0
4060,171-2718301-6136335,24003200000000.0,1,449.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1081,449.0,10.0,439.0
4061,171-2718413-1157122,13700000000000.0,1,549.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",223,549.0,10.0,539.0
4062,171-2720515-0169962,56188800000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",265,499.0,10.0,489.0
4063,171-2721224-1481930,66692400000000.0,1,549.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",581,549.0,10.0,539.0
4064,171-2721841-1385112,1187100000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1319,399.0,10.0,389.0
4065,171-2722105-9326723,58211700000000.0,1,199.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",328,199.0,10.0,189.0
4066,171-2722852-1861963,35845500000000.0,1,1699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",885,1699.0,10.0,1689.0
4067,171-2723381-5490708,24906900000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",2,399.0,10.0,389.0
4068,171-2723571-7347568,26418400000000.0,1,569.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1183,569.0,10.0,559.0
4069,171-2724504-8429949,61229600000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",565,499.0,10.0,489.0
4070,171-2725668-7658769,6914950000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1047,499.0,10.0,489.0
4071,171-2726636-5017137,14728800000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",36,699.0,10.0,689.0
4072,171-2728601-2060309,35523200000000.0,1,999.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",473,999.0,10.0,989.0
4073,171-2728806-5643538,27729300000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",55,499.0,10.0,489.0
4074,171-2728987-0409921,33617100000000.0,1,649.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",191,649.0,10.0,639.0
4075,171-2729080-5058769,62167500000000.0,1,1149.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",480,1149.0,10.0,1139.0
4076,171-2730152-7352353,23531600000000.0,1,1332.38,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",239,1332.38,10.0,1322.38
4077,171-2731538-7313933,55186400000000.0,1,279.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",56,279.0,10.0,269.0
4078,171-2731818-6605151,64589200000000.0,1,599.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",18,599.0,10.0,589.0
4084,171-2732732-1021115,48637300000000.0,1,599.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",28,599.0,10.0,589.0
4086,171-2735120-1938703,2941570000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1362,499.0,10.0,489.0
4087,171-2735200-8026735,24655200000000.0,1,349.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",395,349.0,10.0,339.0
4088,171-2735320-4980357,31681300000000.0,1,799.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",713,799.0,10.0,789.0
4089,171-2736580-1487551,7016720000000.0,1,549.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",209,549.0,10.0,539.0
4090,171-2736610-6486750,42828500000000.0,1,579.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",104,579.0,10.0,569.0
4092,171-2742727-0977916,52635800000000.0,1,422.88,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1406,422.88,10.0,412.88
4093,171-2742728-2837140,41638400000000.0,1,699.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",1282,699.0,10.0,689.0
4094,171-2742954-3917921,70142200000000.0,1,349.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",203,349.0,10.0,339.0
4095,171-2743051-3207569,48566300000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",736,499.0,10.0,489.0
4096,171-2744182-8957145,55592900000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",355,499.0,10.0,489.0
4097,171-2744431-7705926,13362300000000.0,1,499.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",289,499.0,10.0,489.0
4098,171-2744607-1969907,7957520000000.0,1,1199.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",299,1199.0,10.0,1189.0
4099,171-2746171-4539539,34539800000000.0,1,379.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",196,379.0,10.0,369.0
4100,171-2746708-9946701,47967500000000.0,1,299.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",1151,299.0,10.0,289.0
4101,171-2747031-5328335,5348280000000.0,1,199.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",109,199.0,10.0,189.0
4102,171-2747559-6467553,54950300000000.0,1,399.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",130,399.0,10.0,389.0
4103,171-2749513-4479500,59631300000000.0,1,549.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",255,549.0,10.0,539.0
4104,171-2749824-7001967,25344600000000.0,1,599.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",184,599.0,10.0,589.0
4105,171-2749951-0584350,29355400000000.0,1,599.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",147,599.0,10.0,589.0
4107,171-2751640-1804337,12548800000000.0,1,1259.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",118,1259.0,10.0,1249.0
4108,171-2752601-6716362,17287600000000.0,1,349.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10""}",260,349.0,10.0,339.0
4109,171-2753626-6495549,62797600000000.0,1,599.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",57,599.0,10.0,589.0
4111,171-2754265-8106700,2119100000000.0,1,339.0,"{ ""CurrencyCode"": ""INR"", ""Amount"": ""10.1""}",58,339.0,10.0,329.0
